Landroid/view/View;,setVisibility,(I)V,4
Landroid/app/NotificationManager;,cancel,(I)V,4
Landroid/text/TextUtils;,equals,(Ljava/lang/CharSequence; Ljava/lang/CharSequence;)Z,4
Landroid/content/Intent;,getParcelableExtra,(Ljava/lang/String;)Landroid/os/Parcelable;,4
Landroid/content/SharedPreferences$Editor;,putBoolean,(Ljava/lang/String; Z)Landroid/content/SharedPreferences$Editor;,4
Landroid/telecom/CallScreeningService;,respondToCall,(Landroid/telecom/Call$Details; Landroid/telecom/CallScreeningService$CallResponse;)V,4
Landroid/content/Context;,startForegroundService,(Landroid/content/Intent;)Landroid/content/ComponentName;,4
Landroid/os/HandlerThread;,start,()V,3
Landroid/os/HandlerThread;,getLooper,()Landroid/os/Looper;,3
Landroid/content/BroadcastReceiver;,<init>,()V,3
Landroid/util/Log;,isLoggable,(Ljava/lang/String; I)Z,3
Landroid/os/StrictMode;,allowThreadDiskReads,()Landroid/os/StrictMode$ThreadPolicy;,3
Landroid/os/StrictMode;,setThreadPolicy,(Landroid/os/StrictMode$ThreadPolicy;)V,3
Landroid/content/Context;,getColor,(I)I,3
Landroid/content/res/Resources;,getColor,(I)I,3
Landroid/os/Handler;,post,(Ljava/lang/Runnable;)Z,3
Landroid/database/Cursor;,moveToNext,()Z,3
Landroid/database/Cursor;,close,()V,3
Landroid/telecom/Call;,disconnect,()V,3
Landroid/view/WindowManager;,getDefaultDisplay,()Landroid/view/Display;,3
Landroid/content/Intent;,putExtra,(Ljava/lang/String; Landroid/os/Parcelable;)Landroid/content/Intent;,3
Landroid/content/res/Resources;,getDimensionPixelSize,(I)I,3
Landroid/graphics/Bitmap;,createScaledBitmap,(Landroid/graphics/Bitmap; I I Z)Landroid/graphics/Bitmap;,3
Landroid/os/Handler;,<init>,(Landroid/os/Looper; Landroid/os/Handler$Callback;)V,3
Landroid/os/Bundle;,putSparseParcelableArray,(Ljava/lang/String; Landroid/util/SparseArray;)V,3
Landroid/app/Notification$Builder;,getNotification,()Landroid/app/Notification;,3
Landroid/app/Notification$Builder;,setSound,(Landroid/net/Uri; I)Landroid/app/Notification$Builder;,3
Landroid/app/RemoteInput$Builder;,setEditChoicesBeforeSending,(I)Landroid/app/RemoteInput$Builder;,3
Landroid/app/Notification$Builder;,addAction,(I Ljava/lang/CharSequence; Landroid/app/PendingIntent;)Landroid/app/Notification$Builder;,3
Landroid/os/Bundle;,putStringArray,(Ljava/lang/String; [Ljava/lang/String;)V,3
Landroid/app/Notification$BubbleMetadata$Builder;,<init>,()V,3
Landroid/util/Log;,w,(Ljava/lang/String; Ljava/lang/String;)I,3
Landroid/content/ContextWrapper;,getBaseContext,()Landroid/content/Context;,3
Landroid/app/Activity;,getApplicationContext,()Landroid/content/Context;,3
Landroid/os/Looper;,myLooper,()Landroid/os/Looper;,3
Landroid/util/Log;,println,(I Ljava/lang/String; Ljava/lang/String;)I,3
Landroid/content/Context;,getApplicationInfo,()Landroid/content/pm/ApplicationInfo;,3
Landroid/graphics/PorterDuffColorFilter;,<init>,(I Landroid/graphics/PorterDuff$Mode;)V,3
Landroid/content/res/Resources;,getResourcePackageName,(I)Ljava/lang/String;,3
Landroid/content/Intent;,getBooleanExtra,(Ljava/lang/String; Z)Z,3
Landroid/os/Bundle;,getBoolean,(Ljava/lang/String;)Z,3
Landroid/os/Handler;,postDelayed,(Ljava/lang/Runnable; J)Z,3
Landroid/content/res/Resources;,getBoolean,(I)Z,3
Landroid/app/KeyguardManager;,isKeyguardLocked,()Z,3
